Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score,Study_Category,Attendance_Category,Score_Category,Study_Efficiency
Male,10.3,No,Rural,72.5,,59.0,High (10-15h),Fair (60-75%),Pass (50-70),5.221238938053097
Female,11.0,Yes,Urban,88.9,Tertiary,97.3,High (10-15h),Good (75-90%),Excellent (85+),8.108333333333333
Male,13.0,No,Rural,88.4,Tertiary,76.8,High (10-15h),Good (75-90%),Good (70-85),5.485714285714286
Female,7.7,No,Urban,97.3,Tertiary,75.7,Medium (5-10h),Excellent (90%+),Good (70-85),8.701149425287358
Female,4.0,Yes,Urban,95.8,Secondary,66.0,Low (0-5h),Excellent (90%+),Pass (50-70),13.2
Female,11.8,Yes,Rural,82.6,Primary,87.0,High (10-15h),Good (75-90%),Excellent (85+),6.796875
Male,11.5,Yes,Urban,80.7,,91.4,High (10-15h),Good (75-90%),Excellent (85+),7.312
Female,11.2,No,Urban,92.6,Secondary,73.1,High (10-15h),Excellent (90%+),Good (70-85),5.991803278688525
Female,15.7,Yes,Rural,86.5,Secondary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.9880239520958085
Male,10.8,Yes,Rural,71.7,Secondary,75.6,High (10-15h),Fair (60-75%),Good (70-85),6.406779661016948
Female,13.1,No,Rural,63.4,Primary,67.5,High (10-15h),Fair (60-75%),Pass (50-70),4.787234042553192
Female,10.2,No,Urban,67.6,Tertiary,72.4,High (10-15h),Fair (60-75%),Good (70-85),6.464285714285715
Female,10.5,No,Urban,64.8,Tertiary,76.0,High (10-15h),Fair (60-75%),Good (70-85),6.608695652173913
Female,7.7,No,Urban,71.4,Tertiary,55.4,Medium (5-10h),Fair (60-75%),Pass (50-70),6.367816091954023
Male,9.9,Yes,Urban,99.3,Secondary,85.4,Medium (5-10h),Excellent (90%+),Excellent (85+),7.8348623853211015
Male,10.8,No,Urban,95.4,Secondary,77.4,High (10-15h),Excellent (90%+),Good (70-85),6.559322033898305
Female,11.3,No,Urban,64.5,Secondary,65.0,High (10-15h),Fair (60-75%),Pass (50-70),5.284552845528455
Female,15.3,No,Urban,60.6,Tertiary,91.4,Very High (15h+),Fair (60-75%),Excellent (85+),5.6073619631901845
Male,15.7,No,Rural,52.0,Secondary,82.1,Very High (15h+),Poor (<60%),Good (70-85),4.916167664670659
Male,16.0,No,Urban,98.9,Tertiary,96.1,Very High (15h+),Excellent (90%+),Excellent (85+),5.652941176470588
Female,9.0,Yes,Rural,79.1,Secondary,80.4,Medium (5-10h),Good (75-90%),Good (70-85),8.040000000000001
Male,10.4,No,Rural,98.3,Secondary,75.9,High (10-15h),Excellent (90%+),Good (70-85),6.657894736842105
Male,14.3,Yes,Urban,72.5,Secondary,100.0,High (10-15h),Fair (60-75%),Excellent (85+),6.5359477124183005
Female,10.2,No,Urban,57.1,Secondary,63.8,High (10-15h),Poor (<60%),Pass (50-70),5.696428571428571
Male,15.5,No,Urban,99.6,Tertiary,98.8,Very High (15h+),Excellent (90%+),Excellent (85+),5.987878787878787
Male,0.8,Yes,Urban,56.3,Secondary,37.7,Low (0-5h),Poor (<60%),Fail (<50),20.944444444444446
Male,16.0,Yes,Rural,53.6,Primary,89.7,Very High (15h+),Poor (<60%),Excellent (85+),5.276470588235294
Male,7.2,Yes,Rural,56.7,Tertiary,74.8,Medium (5-10h),Poor (<60%),Good (70-85),9.121951219512196
Male,9.7,No,Rural,87.1,Secondary,66.4,Medium (5-10h),Good (75-90%),Pass (50-70),6.205607476635515
Male,8.8,No,Urban,56.6,Secondary,61.7,Medium (5-10h),Poor (<60%),Pass (50-70),6.295918367346939
Female,13.3,No,Urban,78.6,Secondary,87.1,High (10-15h),Good (75-90%),Excellent (85+),6.09090909090909
Female,9.3,No,Urban,62.1,Primary,61.2,Medium (5-10h),Fair (60-75%),Pass (50-70),5.941747572815534
Female,16.0,No,Urban,68.9,Secondary,82.8,Very High (15h+),Fair (60-75%),Good (70-85),4.870588235294117
Male,12.3,No,Urban,67.6,Primary,78.4,High (10-15h),Fair (60-75%),Good (70-85),5.894736842105263
Male,9.2,Yes,Urban,73.2,Secondary,79.8,Medium (5-10h),Fair (60-75%),Good (70-85),7.8235294117647065
Female,13.7,Yes,Urban,64.1,Secondary,94.4,High (10-15h),Fair (60-75%),Excellent (85+),6.421768707482994
Male,12.5,Yes,Urban,93.5,Tertiary,99.6,High (10-15h),Excellent (90%+),Excellent (85+),7.377777777777777
Female,9.3,No,Rural,99.1,Tertiary,71.1,Medium (5-10h),Excellent (90%+),Good (70-85),6.9029126213592225
Male,15.0,Yes,Urban,75.8,Secondary,94.8,High (10-15h),Good (75-90%),Excellent (85+),5.925
Female,13.4,Yes,Rural,74.4,Secondary,90.8,High (10-15h),Fair (60-75%),Excellent (85+),6.305555555555555
Female,14.8,No,Rural,79.8,Primary,76.5,High (10-15h),Good (75-90%),Good (70-85),4.841772151898734
Female,5.9,No,Rural,54.7,Secondary,30.8,Medium (5-10h),Poor (<60%),Fail (<50),4.463768115942029
Female,8.8,No,Rural,65.4,Secondary,65.3,Medium (5-10h),Fair (60-75%),Pass (50-70),6.663265306122448
Female,8.4,No,Urban,87.7,Primary,71.3,Medium (5-10h),Good (75-90%),Good (70-85),7.585106382978723
Female,13.4,Yes,Urban,79.7,Tertiary,99.0,High (10-15h),Good (75-90%),Excellent (85+),6.875
Male,14.0,No,Rural,91.6,Secondary,76.4,High (10-15h),Excellent (90%+),Good (70-85),5.093333333333334
Male,14.1,No,Rural,66.9,Secondary,76.4,High (10-15h),Fair (60-75%),Good (70-85),5.059602649006623
Male,8.6,No,Rural,66.6,Tertiary,53.1,Medium (5-10h),Fair (60-75%),Pass (50-70),5.53125
Female,7.2,No,Urban,73.2,Primary,61.9,Medium (5-10h),Fair (60-75%),Pass (50-70),7.548780487804878
Male,8.8,No,Urban,64.4,Tertiary,66.9,Medium (5-10h),Fair (60-75%),Pass (50-70),6.826530612244898
Female,15.9,No,Urban,64.0,,85.9,Very High (15h+),Fair (60-75%),Excellent (85+),5.082840236686391
Male,16.0,No,Rural,70.0,Secondary,85.6,Very High (15h+),Fair (60-75%),Excellent (85+),5.035294117647059
Female,11.9,Yes,Rural,73.4,Secondary,85.2,High (10-15h),Fair (60-75%),Excellent (85+),6.604651162790698
Female,8.5,No,Urban,81.7,Primary,79.5,Medium (5-10h),Good (75-90%),Good (70-85),8.368421052631579
Male,8.8,No,Rural,68.4,Secondary,42.9,Medium (5-10h),Fair (60-75%),Fail (<50),4.377551020408163
Female,11.4,No,Urban,86.5,Tertiary,81.0,High (10-15h),Good (75-90%),Good (70-85),6.532258064516129
Female,0.0,No,Urban,88.3,,30.2,,Good (75-90%),Fail (<50),30.2
Female,11.5,No,Urban,95.6,,74.3,High (10-15h),Excellent (90%+),Good (70-85),5.944
Male,8.5,Yes,Rural,86.3,Tertiary,89.8,Medium (5-10h),Good (75-90%),Excellent (85+),9.452631578947368
Female,7.0,Yes,Rural,58.9,Tertiary,72.3,Medium (5-10h),Poor (<60%),Good (70-85),9.0375
Male,9.9,Yes,Rural,54.5,Secondary,79.5,Medium (5-10h),Poor (<60%),Good (70-85),7.293577981651376
Female,6.5,Yes,Urban,52.5,Secondary,72.8,Medium (5-10h),Poor (<60%),Good (70-85),9.706666666666667
Female,12.4,Yes,Urban,63.0,Secondary,86.6,High (10-15h),Fair (60-75%),Excellent (85+),6.462686567164178
Female,9.7,Yes,Rural,66.9,Tertiary,81.9,Medium (5-10h),Fair (60-75%),Good (70-85),7.654205607476636
Female,13.9,No,Urban,67.5,,82.7,High (10-15h),Fair (60-75%),Good (70-85),5.550335570469799
Female,1.9,Yes,Urban,50.4,Tertiary,53.5,Low (0-5h),Poor (<60%),Pass (50-70),18.448275862068964
Female,11.3,Yes,Urban,58.5,Primary,93.4,High (10-15h),Poor (<60%),Excellent (85+),7.59349593495935
Male,3.8,Yes,Urban,52.6,Tertiary,61.1,Low (0-5h),Poor (<60%),Pass (50-70),12.729166666666668
Male,7.6,No,Rural,99.3,Secondary,66.3,Medium (5-10h),Excellent (90%+),Pass (50-70),7.709302325581396
Female,15.1,No,Rural,68.4,Tertiary,89.1,Very High (15h+),Fair (60-75%),Excellent (85+),5.534161490683229
Female,7.9,No,Rural,84.7,Primary,60.1,Medium (5-10h),Good (75-90%),Pass (50-70),6.752808988764045
Female,15.6,Yes,Rural,79.4,Primary,99.9,Very High (15h+),Good (75-90%),Excellent (85+),6.018072289156627
Female,16.0,Yes,Rural,88.7,Primary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.882352941176471
Male,12.7,No,Urban,90.8,Secondary,73.9,High (10-15h),Excellent (90%+),Good (70-85),5.3941605839416065
Male,12.3,Yes,Urban,69.8,Secondary,90.1,High (10-15h),Fair (60-75%),Excellent (85+),6.774436090225563
Male,3.2,No,Rural,73.5,Primary,32.3,Low (0-5h),Fair (60-75%),Fail (<50),7.69047619047619
Female,9.5,Yes,Urban,50.5,Primary,65.3,Medium (5-10h),Poor (<60%),Pass (50-70),6.219047619047619
Male,13.2,Yes,Rural,83.0,Tertiary,100.0,High (10-15h),Good (75-90%),Excellent (85+),7.042253521126761
Male,16.0,Yes,Urban,61.2,,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.882352941176471
Female,7.8,Yes,Urban,68.6,Tertiary,73.9,Medium (5-10h),Fair (60-75%),Good (70-85),8.397727272727273
Male,12.2,No,Urban,76.5,Secondary,70.7,High (10-15h),Good (75-90%),Good (70-85),5.356060606060606
Male,8.8,No,Rural,72.0,Tertiary,58.3,Medium (5-10h),Fair (60-75%),Pass (50-70),5.948979591836734
Male,9.5,No,Rural,79.9,Primary,60.7,Medium (5-10h),Good (75-90%),Pass (50-70),5.780952380952381
Female,14.3,Yes,Rural,98.0,Tertiary,100.0,High (10-15h),Excellent (90%+),Excellent (85+),6.5359477124183005
Male,10.7,No,Urban,87.6,Primary,67.3,High (10-15h),Good (75-90%),Pass (50-70),5.752136752136752
Female,5.3,No,Urban,94.0,,58.4,Medium (5-10h),Excellent (90%+),Pass (50-70),9.26984126984127
Female,3.6,No,Urban,78.6,Tertiary,45.7,Low (0-5h),Good (75-90%),Fail (<50),9.934782608695654
Male,14.6,No,Urban,96.3,Secondary,87.9,High (10-15h),Excellent (90%+),Excellent (85+),5.634615384615385
Male,16.0,No,Urban,88.3,Secondary,89.3,Very High (15h+),Good (75-90%),Excellent (85+),5.252941176470588
Male,2.8,No,Urban,82.4,Secondary,34.8,Low (0-5h),Good (75-90%),Fail (<50),9.157894736842104
Male,8.7,No,Rural,60.6,Primary,53.7,Medium (5-10h),Fair (60-75%),Pass (50-70),5.536082474226805
Male,10.6,No,Urban,63.2,Secondary,66.1,High (10-15h),Fair (60-75%),Pass (50-70),5.698275862068965
Male,8.8,Yes,Rural,63.2,,72.7,Medium (5-10h),Fair (60-75%),Good (70-85),7.418367346938775
Female,10.1,Yes,Rural,62.4,Tertiary,91.4,High (10-15h),Fair (60-75%),Excellent (85+),8.234234234234235
Female,10.8,Yes,Urban,60.2,Secondary,82.7,High (10-15h),Fair (60-75%),Good (70-85),7.008474576271186
Female,13.8,No,Urban,86.5,Primary,83.2,High (10-15h),Good (75-90%),Good (70-85),5.621621621621622
Male,8.9,Yes,Rural,75.6,,75.2,Medium (5-10h),Good (75-90%),Good (70-85),7.595959595959596
Male,16.0,Yes,Urban,65.1,Tertiary,100.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.882352941176471
Male,11.7,No,Urban,85.8,Secondary,76.8,High (10-15h),Good (75-90%),Good (70-85),6.047244094488189
Female,8.4,No,Rural,84.9,Primary,66.9,Medium (5-10h),Good (75-90%),Pass (50-70),7.117021276595745
Female,11.5,No,Urban,82.2,Secondary,79.2,High (10-15h),Good (75-90%),Good (70-85),6.336
Male,11.5,No,Urban,87.3,Secondary,76.1,High (10-15h),Good (75-90%),Good (70-85),6.087999999999999
Female,6.7,No,Rural,60.5,Secondary,45.5,Medium (5-10h),Fair (60-75%),Fail (<50),5.909090909090909
Female,9.8,No,Rural,82.6,,70.1,Medium (5-10h),Good (75-90%),Good (70-85),6.49074074074074
Female,13.4,No,Urban,75.7,Secondary,86.8,High (10-15h),Good (75-90%),Excellent (85+),6.027777777777778
Male,11.7,Yes,Urban,97.6,Tertiary,96.7,High (10-15h),Excellent (90%+),Excellent (85+),7.614173228346457
Female,8.1,No,Rural,65.0,Primary,55.8,Medium (5-10h),Fair (60-75%),Pass (50-70),6.131868131868131
Male,12.8,No,Urban,51.7,Secondary,75.2,High (10-15h),Poor (<60%),Good (70-85),5.449275362318841
Female,9.5,Yes,Urban,64.8,Primary,80.7,Medium (5-10h),Fair (60-75%),Good (70-85),7.685714285714286
Female,11.4,No,Rural,81.8,Secondary,79.3,High (10-15h),Good (75-90%),Good (70-85),6.39516129032258
Female,9.2,Yes,Urban,93.5,Secondary,77.9,Medium (5-10h),Excellent (90%+),Good (70-85),7.637254901960786
Male,5.2,No,Rural,56.4,Secondary,45.0,Medium (5-10h),Poor (<60%),Fail (<50),7.258064516129032
Male,9.9,Yes,Urban,65.0,Secondary,85.3,Medium (5-10h),Fair (60-75%),Excellent (85+),7.8256880733944945
Male,10.7,Yes,Urban,99.9,Tertiary,100.0,High (10-15h),Excellent (90%+),Excellent (85+),8.547008547008547
Male,16.0,Yes,Rural,94.9,Secondary,100.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.882352941176471
Male,16.0,No,Urban,57.4,Primary,85.2,Very High (15h+),Poor (<60%),Excellent (85+),5.011764705882353
Male,12.3,No,Rural,60.5,Secondary,71.0,High (10-15h),Fair (60-75%),Good (70-85),5.338345864661654
Female,4.9,Yes,Urban,67.5,Tertiary,64.0,Low (0-5h),Fair (60-75%),Pass (50-70),10.847457627118644
Male,2.9,Yes,Rural,57.7,Secondary,52.4,Low (0-5h),Poor (<60%),Pass (50-70),13.435897435897436
Female,1.1,No,Urban,96.7,Primary,41.9,Low (0-5h),Excellent (90%+),Fail (<50),19.952380952380953
Male,16.0,Yes,Rural,74.5,Tertiary,96.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.647058823529412
Male,10.3,No,Rural,50.1,Tertiary,57.3,High (10-15h),Poor (<60%),Pass (50-70),5.07079646017699
Male,11.7,No,Rural,51.7,Secondary,67.2,High (10-15h),Poor (<60%),Pass (50-70),5.291338582677166
Male,8.3,No,Rural,58.5,,47.8,Medium (5-10h),Poor (<60%),Fail (<50),5.139784946236558
Male,5.3,No,Urban,95.1,Tertiary,52.7,Medium (5-10h),Excellent (90%+),Pass (50-70),8.365079365079366
Female,15.1,No,Rural,56.2,Secondary,79.9,Very High (15h+),Poor (<60%),Good (70-85),4.962732919254658
Male,10.1,No,Urban,67.9,Secondary,68.6,High (10-15h),Fair (60-75%),Pass (50-70),6.18018018018018
Female,10.0,No,Rural,60.9,Tertiary,57.4,Medium (5-10h),Fair (60-75%),Pass (50-70),5.218181818181818
Male,9.0,No,Urban,91.3,Secondary,68.6,Medium (5-10h),Excellent (90%+),Pass (50-70),6.859999999999999
Male,14.3,No,Urban,95.4,Primary,95.9,High (10-15h),Excellent (90%+),Excellent (85+),6.26797385620915
Female,10.2,No,Urban,91.3,Tertiary,79.2,High (10-15h),Excellent (90%+),Good (70-85),7.071428571428572
Female,9.5,No,Urban,73.0,Tertiary,69.4,Medium (5-10h),Fair (60-75%),Pass (50-70),6.60952380952381
Male,15.3,No,Urban,60.9,Tertiary,95.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.828220858895706
Female,15.0,No,Urban,59.6,,92.9,High (10-15h),Poor (<60%),Excellent (85+),5.80625
Male,6.9,No,Rural,81.9,,52.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.658227848101266
Female,11.4,No,Urban,74.9,Secondary,88.4,High (10-15h),Fair (60-75%),Excellent (85+),7.129032258064516
Female,7.1,Yes,Urban,77.9,Tertiary,82.8,Medium (5-10h),Good (75-90%),Good (70-85),10.222222222222221
Female,16.0,Yes,Rural,93.1,Primary,100.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.882352941176471
Female,12.3,No,Urban,97.6,Tertiary,94.4,High (10-15h),Excellent (90%+),Excellent (85+),7.097744360902255
Male,1.5,No,Urban,95.2,Tertiary,36.8,Low (0-5h),Excellent (90%+),Fail (<50),14.719999999999999
Female,8.3,No,Rural,62.0,Tertiary,63.1,Medium (5-10h),Fair (60-75%),Pass (50-70),6.784946236559139
Female,12.4,Yes,Rural,71.0,Secondary,83.0,High (10-15h),Fair (60-75%),Good (70-85),6.1940298507462686
Female,9.6,Yes,Rural,78.4,Secondary,80.7,Medium (5-10h),Good (75-90%),Good (70-85),7.613207547169812
Female,9.0,No,Urban,74.4,,54.2,Medium (5-10h),Fair (60-75%),Pass (50-70),5.42
Female,7.6,No,Urban,62.8,Tertiary,65.2,Medium (5-10h),Fair (60-75%),Pass (50-70),7.58139534883721
Female,15.7,No,Urban,62.5,Primary,89.4,Very High (15h+),Fair (60-75%),Excellent (85+),5.353293413173653
Female,5.0,No,Urban,64.0,Primary,49.4,Low (0-5h),Fair (60-75%),Fail (<50),8.233333333333333
Male,16.0,Yes,Rural,78.4,Tertiary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.882352941176471
Male,10.4,No,Urban,77.8,Secondary,80.9,High (10-15h),Good (75-90%),Good (70-85),7.0964912280701755
Male,14.3,Yes,Urban,86.3,Tertiary,99.8,High (10-15h),Good (75-90%),Excellent (85+),6.522875816993464
Female,12.2,Yes,Urban,62.0,Tertiary,96.0,High (10-15h),Fair (60-75%),Excellent (85+),7.272727272727273
Male,9.3,No,Urban,96.5,Primary,80.6,Medium (5-10h),Excellent (90%+),Good (70-85),7.825242718446601
Female,11.5,No,Rural,60.6,Secondary,64.7,High (10-15h),Fair (60-75%),Pass (50-70),5.176
Female,11.3,No,Rural,84.2,Secondary,83.1,High (10-15h),Good (75-90%),Good (70-85),6.756097560975609
Male,2.9,No,Rural,80.3,Secondary,35.2,Low (0-5h),Good (75-90%),Fail (<50),9.025641025641027
Female,7.5,No,Urban,54.9,Secondary,56.5,Medium (5-10h),Poor (<60%),Pass (50-70),6.647058823529412
Female,13.5,Yes,Urban,59.6,Secondary,90.6,High (10-15h),Poor (<60%),Excellent (85+),6.248275862068965
Male,9.8,No,Urban,90.9,,64.0,Medium (5-10h),Excellent (90%+),Pass (50-70),5.925925925925926
Female,10.6,No,Urban,96.6,Primary,83.3,High (10-15h),Excellent (90%+),Good (70-85),7.181034482758621
Male,7.5,No,Rural,71.6,Secondary,54.0,Medium (5-10h),Fair (60-75%),Pass (50-70),6.352941176470588
Female,5.0,No,Urban,96.5,,55.2,Low (0-5h),Excellent (90%+),Pass (50-70),9.200000000000001
Female,6.3,No,Urban,50.1,Tertiary,47.5,Medium (5-10h),Poor (<60%),Fail (<50),6.506849315068493
Male,4.5,Yes,Urban,77.5,Secondary,64.8,Low (0-5h),Good (75-90%),Pass (50-70),11.781818181818181
Female,16.0,Yes,Rural,91.9,,100.0,Very High (15h+),Excellent (90%+),Excellent (85+),5.882352941176471
Male,11.9,No,Urban,80.0,Tertiary,80.9,High (10-15h),Good (75-90%),Good (70-85),6.271317829457365
Female,9.1,No,Urban,92.7,,60.7,Medium (5-10h),Excellent (90%+),Pass (50-70),6.009900990099011
Male,8.2,No,Urban,59.3,Primary,47.5,Medium (5-10h),Poor (<60%),Fail (<50),5.16304347826087
Male,16.0,No,Urban,63.1,Tertiary,92.0,Very High (15h+),Fair (60-75%),Excellent (85+),5.411764705882353
Female,10.0,No,Urban,54.6,Tertiary,60.4,Medium (5-10h),Poor (<60%),Pass (50-70),5.490909090909091
Male,7.5,No,Urban,54.8,,45.1,Medium (5-10h),Poor (<60%),Fail (<50),5.305882352941176
Female,11.2,No,Urban,85.2,,76.8,High (10-15h),Good (75-90%),Good (70-85),6.295081967213115
Female,13.4,No,Urban,54.4,Secondary,82.3,High (10-15h),Poor (<60%),Good (70-85),5.715277777777778
Female,11.6,No,Urban,86.9,Secondary,78.5,High (10-15h),Good (75-90%),Good (70-85),6.23015873015873
Male,12.6,No,Rural,87.5,Tertiary,84.6,High (10-15h),Good (75-90%),Good (70-85),6.220588235294118
Male,8.6,Yes,Rural,53.1,Secondary,68.8,Medium (5-10h),Poor (<60%),Pass (50-70),7.166666666666667
Female,9.5,Yes,Rural,55.8,Tertiary,68.3,Medium (5-10h),Poor (<60%),Pass (50-70),6.504761904761905
Female,10.4,Yes,Urban,65.4,Secondary,81.1,High (10-15h),Fair (60-75%),Good (70-85),7.114035087719298
Female,12.2,No,Rural,53.2,Primary,67.4,High (10-15h),Poor (<60%),Pass (50-70),5.106060606060606
Female,15.4,No,Urban,90.8,Secondary,93.1,Very High (15h+),Excellent (90%+),Excellent (85+),5.676829268292683
Female,11.6,No,Urban,73.1,Secondary,74.5,High (10-15h),Fair (60-75%),Good (70-85),5.912698412698413
Male,4.0,No,Urban,50.5,Secondary,40.3,Low (0-5h),Poor (<60%),Fail (<50),8.059999999999999
Female,3.3,Yes,Urban,88.2,Tertiary,67.2,Low (0-5h),Good (75-90%),Pass (50-70),15.627906976744187
Female,14.4,No,Urban,70.8,Secondary,92.0,High (10-15h),Fair (60-75%),Excellent (85+),5.974025974025974
Male,8.3,No,Urban,72.0,Secondary,51.4,Medium (5-10h),Fair (60-75%),Pass (50-70),5.526881720430107
Female,16.0,No,Urban,92.9,Secondary,97.9,Very High (15h+),Excellent (90%+),Excellent (85+),5.758823529411765
Female,15.8,No,Urban,72.7,,90.1,Very High (15h+),Fair (60-75%),Excellent (85+),5.363095238095237
Male,7.1,No,Rural,90.0,Secondary,51.7,Medium (5-10h),Good (75-90%),Pass (50-70),6.382716049382717
Female,5.4,Yes,Urban,70.1,Secondary,59.1,Medium (5-10h),Fair (60-75%),Pass (50-70),9.234375
Female,10.2,Yes,Urban,54.0,Secondary,89.6,High (10-15h),Poor (<60%),Excellent (85+),8.0
Female,10.7,No,Urban,67.4,Tertiary,74.1,High (10-15h),Fair (60-75%),Good (70-85),6.333333333333333
Male,8.4,Yes,Urban,53.3,Primary,76.0,Medium (5-10h),Poor (<60%),Good (70-85),8.085106382978724
Male,5.7,No,Urban,60.4,Secondary,46.2,Medium (5-10h),Fair (60-75%),Fail (<50),6.895522388059701
Female,10.1,Yes,Urban,88.0,Secondary,96.0,High (10-15h),Good (75-90%),Excellent (85+),8.64864864864865
Female,9.2,No,Rural,62.0,Secondary,57.7,Medium (5-10h),Fair (60-75%),Pass (50-70),5.6568627450980395
Male,11.0,Yes,Urban,55.0,Tertiary,83.2,High (10-15h),Poor (<60%),Good (70-85),6.933333333333334
Male,8.3,Yes,Rural,67.0,Secondary,72.9,Medium (5-10h),Fair (60-75%),Good (70-85),7.838709677419355
Female,16.0,No,Rural,78.7,,86.0,Very High (15h+),Good (75-90%),Excellent (85+),5.0588235294117645
Male,8.8,Yes,Rural,62.8,Secondary,65.4,Medium (5-10h),Fair (60-75%),Pass (50-70),6.673469387755103
Male,9.6,No,Urban,88.6,,65.6,Medium (5-10h),Good (75-90%),Pass (50-70),6.188679245283018
Female,15.8,No,Urban,99.6,Tertiary,97.6,Very High (15h+),Excellent (90%+),Excellent (85+),5.809523809523809
Male,15.2,Yes,Rural,82.4,Tertiary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),6.172839506172839
Male,16.0,No,Urban,84.2,Tertiary,100.0,Very High (15h+),Good (75-90%),Excellent (85+),5.882352941176471
Female,16.0,No,Urban,58.0,Tertiary,86.0,Very High (15h+),Poor (<60%),Excellent (85+),5.0588235294117645
Female,15.5,No,Urban,91.5,Secondary,93.5,Very High (15h+),Excellent (90%+),Excellent (85+),5.666666666666667
Female,8.4,No,Urban,52.8,Secondary,47.3,Medium (5-10h),Poor (<60%),Fail (<50),5.031914893617021
Male,2.2,Yes,Rural,95.7,Secondary,56.4,Low (0-5h),Excellent (90%+),Pass (50-70),17.625
Male,10.6,Yes,Urban,66.3,Secondary,78.4,High (10-15h),Fair (60-75%),Good (70-85),6.7586206896551735
Female,8.9,No,Urban,62.9,Primary,57.8,Medium (5-10h),Fair (60-75%),Pass (50-70),5.838383838383838
Female,8.7,No,Rural,55.3,Secondary,50.6,Medium (5-10h),Poor (<60%),Pass (50-70),5.216494845360825
Male,11.5,No,Urban,77.2,,68.1,High (10-15h),Good (75-90%),Pass (50-70),5.4479999999999995
Female,9.4,Yes,Rural,52.7,Primary,65.7,Medium (5-10h),Poor (<60%),Pass (50-70),6.3173076923076925
Female,9.7,No,Urban,74.5,,65.2,Medium (5-10h),Fair (60-75%),Pass (50-70),6.093457943925234
Female,8.9,Yes,Rural,90.7,Secondary,82.4,Medium (5-10h),Excellent (90%+),Good (70-85),8.323232323232324
Female,5.9,Yes,Rural,87.9,Secondary,75.0,Medium (5-10h),Good (75-90%),Good (70-85),10.869565217391305
Female,9.6,No,Rural,55.0,Secondary,57.7,Medium (5-10h),Poor (<60%),Pass (50-70),5.443396226415095
Male,15.7,No,Urban,74.2,Secondary,81.7,Very High (15h+),Fair (60-75%),Good (70-85),4.892215568862276
Male,11.4,Yes,Urban,93.7,,91.8,High (10-15h),Excellent (90%+),Excellent (85+),7.403225806451612
Female,8.8,No,Urban,84.9,Primary,65.1,Medium (5-10h),Good (75-90%),Pass (50-70),6.6428571428571415
Female,7.2,Yes,Urban,53.0,Primary,57.0,Medium (5-10h),Poor (<60%),Pass (50-70),6.951219512195123
Male,10.7,Yes,Rural,59.6,Tertiary,81.4,High (10-15h),Poor (<60%),Good (70-85),6.957264957264958
Male,12.4,No,Urban,96.2,Tertiary,84.1,High (10-15h),Excellent (90%+),Good (70-85),6.276119402985074
Male,11.2,Yes,Urban,83.2,Primary,85.3,High (10-15h),Good (75-90%),Excellent (85+),6.991803278688525
Male,6.4,No,Rural,89.0,Tertiary,59.0,Medium (5-10h),Good (75-90%),Pass (50-70),7.972972972972973
Female,5.7,No,Urban,77.5,Secondary,56.4,Medium (5-10h),Good (75-90%),Pass (50-70),8.417910447761194
Female,13.9,Yes,Urban,55.4,Tertiary,97.5,High (10-15h),Poor (<60%),Excellent (85+),6.543624161073826
Female,6.7,No,Urban,74.3,Tertiary,55.3,Medium (5-10h),Fair (60-75%),Pass (50-70),7.181818181818182
Female,4.4,Yes,Urban,76.5,Secondary,59.4,Low (0-5h),Good (75-90%),Pass (50-70),10.999999999999998
Female,6.6,Yes,Urban,72.3,Secondary,76.0,Medium (5-10h),Fair (60-75%),Good (70-85),10.0
Female,6.2,Yes,Rural,98.9,Secondary,76.5,Medium (5-10h),Excellent (90%+),Good (70-85),10.625
Male,10.3,Yes,Urban,64.4,Tertiary,80.3,High (10-15h),Fair (60-75%),Good (70-85),7.106194690265486
Female,11.7,Yes,Urban,62.7,,82.6,High (10-15h),Fair (60-75%),Good (70-85),6.503937007874016
Female,14.0,No,Urban,72.4,Tertiary,78.2,High (10-15h),Fair (60-75%),Good (70-85),5.213333333333334
Female,9.2,No,Urban,76.0,Secondary,69.0,Medium (5-10h),Good (75-90%),Pass (50-70),6.764705882352942
Female,6.4,Yes,Urban,66.0,Primary,64.9,Medium (5-10h),Fair (60-75%),Pass (50-70),8.77027027027027
Male,4.8,No,Urban,99.5,Primary,60.3,Low (0-5h),Excellent (90%+),Pass (50-70),10.39655172413793
Male,6.6,Yes,Rural,55.8,Primary,65.9,Medium (5-10h),Poor (<60%),Pass (50-70),8.671052631578949
Male,4.9,No,Urban,99.1,,49.8,Low (0-5h),Excellent (90%+),Fail (<50),8.440677966101694
Male,8.2,Yes,Rural,95.8,Primary,62.9,Medium (5-10h),Excellent (90%+),Pass (50-70),6.836956521739131
